"Q1_Age","Q2_Gender","Q3_Education","Q4_Language","Q5_Native","Q6_Marital_status","Q7_Family","Q8_First_Job_Sec","Q9_Agency_Name_Type","Q10_Emp._Type","Q11_Client_Name_Type","Q12_Reason","Q13_Previous_Job","Q14_Job_Lead","Q15_Guards_Deployed","Q16A_Formal_Recruitment","Q16B_English_Knowledge","Q16C_Comm._Skill","Q16D_Look_Presentable","Q16E_Compliance_Protocol","Q16F_Supervisor_Vigilance","Q16G_Grievance_Reporting","Q16H_Grievance_Redressal","Q16I_Worklife_Balance","Q17A_Jobtask_RecordMaintain","Q17B_Task_Reception","Q17C_Task_Guarding","Q17D_Task_PickandDrop","Q17E_Task_Telephone","Q17F_Documentation","Q17G_CCTV_Monitor","Q17H_Task_FirstAid","Q17I_EmergencyEvacuation","Q17J_Others_Parking_etc","Q18_Training_Agency","Q19A_Agency_Commu","Q19B_Agency_Computer","Q19C_Agency_Dressing","Q19D_Agency_Fire","Q19E_Agency_Emergency","Q19F_Agency_Grooming","Q19G_Agency_CCTV","Q19H_Agency_Walkie_Talkie","Q19I_Agency_Other_Training","Q20_TrainingProvided_Client","Q20A_Client_Communication","Q20B_Client_Computer","Q20C_Client_Dressing","Q20D_Clinet_FireFighting","Q20F_Client_EmergencyResponse","Q20G_Client_Grooming","Q20H_Client_CCTV","Q20I_Client_Walkie_Talkie","Q20J_Client_Other_Training","Q21_RefresherTraining_Agency","Q22_RefresherTraining_Client","Q23_TrainingQuality_Instructions","Q24_TimeNeeded_LearnSecurity","Q25_LongTerm_CareerPlan","Q26_Investment_PersonalDevelopment","Q27_Monthly_Income","Q28_Payment_Method","Q29_Second_Job","Q30_SecondJob_MonthlyIncome","Q31_Remittence_to_Home","Q32_OtherEarning_Members","Q33A_JobBenefits_ESIC","Q33B_JobBenefits_Pension","Q33C_JobBenefits_Bonus","Q33D_JobBenefits_Gratuity","Q33E_JobBenefits_PF","Q33F_JobBenefits_Loan","Q33G_JobBenefits_Kind","Q33H_JobBenefits_Transport","Q33I_JobBenefits_Lodging","Q34_Leaves_Entitled","Q35_Leaves_Paid","Q36_Workplace_Facilities","Q37A_JobTerms_Marksheet","Q37B_JobTerms_Salary","Q37C_JobTerms_Penalty","Q37D_JobTerms_Union","Q37E_JobTerms_TimelyPayment","Q37F_JobTerms_Promotion","Q37G_JobTerms_PaidLeavePayment","Q37H_JobTerms_ProtectiveGear","Q38_WorkWeek_Days","Q39_WorkHours_Daily","Q40_WorkHours_OvertimeFreq","Q41_WorkHours_OvertimeHours","Q42A_JobSatisfaction_JobOverall","Q42B_JobSatisfaction_Salary","Q42C_JobSatisfaction_WorkHours","Q42D_JobSatisfaction_OrgCulture","Q42E_JobSatisfaction_Colleagues","Q42F_JobSatisfaction_SupervisorAgency","Q42G_JobSatisfaction_SupervisorsClient","Q43A_JobPerception_FairTreatment","Q43B_JobPerception_JobSecurity","Q43C_JobPerception_AttritionRate","Q43D_JobPerception_SalaryNegotiation","Q43E_JobPerception_Earning","Q43F_JobPerception_JobRespect","Q43G_JobPerception_VisitorsTreatment","Q43H_JobPerception_CareerPath","Q43I_JobPerception_PrideFactor","Q43J_JobPerception_RecommendFriend"
8,"Male","Stand. 1-5","Minimal/no idea","Other state","Married","Yes",2005,"Local player small","Verbal","Non-MNC office","Found no better job","security","Walk in","1-5","Strongly disagree","Disagree","Neutral","Disagree","Neutral","Neutral","Disagree","Disagree","Stronlgy Disagree","no","no","yes","no","no","No","no","no","no","yes","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-7days","Remain in security sector","No","5000-7000","Cash in hand","No","No","Not applicable","Son/Daugher (Children)","No","No","No","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","No","No","No","Yes","No","No","No","7 days","11-12 hours","2-3 times in a month","4-5 hours","Disatisfied","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Neutral","Agree","Neutral","Strongly disagree","Disagree","Neutral","Agree","Strongly disagree","Neutral","Disagree"
"26-30","Male","12th pass","Fluent","Other state","Married","No",2013,"Local player small","Verbal","Non-MNC office","Found no better job","singer","Personal contact","1-5","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Neutral","no","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Will switch to other sector","No","7001-8000","Bank payment","No","No","Yes","Father/Mother (Parents)","Yes","No","Not applicable/no idea","Yes","Yes","No","No","No","No","No leave","No paid leaves","Uniform","No","No","Not applicable/no idea","No","Yes","No","No","No","7 days","7-8 hours","Daily","4-5 hours","Satisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Agree","Strongly disagree","Strongly disagree","Neutral","Neutral","Strongly disagree","Strongly disagree","Neutral"
8,"Male","Stand. 1-5","Minimal/no idea","Other state","Married","No",1993,"Direct employer","Verbal","Housing Society","Best possible job for given qualification","agri","Personal contact","1-5","Disagree","Disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Agree","no","no","yes","no","no","No","no","no","no","yes","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-7days","Remain in security sector","No","5000-7000","Cash in hand","Yes",3000,"Yes","Son/Daugher (Children)","No","No","Yes","No","No","No","No","No","Yes","No leave","No paid leaves","Uniform","No","Not applicable/no idea","No","No","Yes","No","No","Not applicable/no idea","7 days","others","Others","Not applicable","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Not applicable","Neutral","Stronlgy Agree","Disagree","Neutral","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral"
"41-45","Male","12th pass","Intermediate","Other state","Married","No",2009,"Local player small","Renewable fix term","Non-MNC office","Found no better job","transpor","Walk in","1-5","Neutral","Neutral","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","no","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-7days","Not sure about it","No","8001-9000","Bank payment","No","No","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 30 days","Uniform","No","No","No","No","Yes","Yes","No","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Satisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Agree","Neutral","Disagree","Neutral","Agree","Agree","Neutral","Neutral","Agree"
"46-50","Male","10th pass","Intermediate","Mumbai","Married","Yes",2007,"Local player small","Renewable fix term","Non-MNC office","Found no better job","factory","Personal contact","10-20","Neutral","Agree","Agree","Neutral","Strongly Agree","Neutral","Disagree","Disagree","Neutral","yes","yes","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no",2,"No refresher training","Once in six months","Fair","1-7days","Remain in security sector","No","8001-9000","Bank payment","Yes",8000,"No","None","Yes","Not applicable/no idea","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 30 days","Uniform","No","Yes","Yes","No","Yes","No","No","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Disagree","Agree","Disagree","Strongly disagree","Neutral","Agree","Disagree","Neutral","Neutral"
"41-45","Male","10th pass","Intermediate","Mumbai","Married","Yes",2011,"Local player small","Renewable fix term","Non-MNC office","worked elsewhere but found this better","club","Personal contact","10-20","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Disagree","Disagree","Neutral","yes","yes","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no",2,"No refresher training","Once in six months","Fair","1-4weeks","Not sure about it","No","8001-9000","Bank payment","No","No","No","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 30 days","Uniform","No","Yes","Yes","No","Yes","No","No","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disagree","Disagree","Agree","Disagree","Disagree","Neutral","Agree","Disagree","Disagree","Disagree"
"31-35","Male","10th pass","Minimal/no idea","Other state","Single","No",2012,"Local player small","Renewable fix term","Non-MNC office","friend/family encouraged","agri","Personal contact","10-20","Neutral","Neutral","Neutral","Agree","Agree","Agree","Disagree","Disagree","Neutral","no","no","no","no","no","No","no","no","no","yes","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no",2,"No refresher training","Once in six months","Fair","1-7days","Not sure about it","No","8001-9000","Bank payment","No","No","Yes","Father/Mother (Parents)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 30 days","Uniform","No","Yes","Yes","No","Yes","No","No","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Satisfied","Disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Neutral","Strongly disagree","Agree","Disagree","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral"
"26-30","Female","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",1999,"MSGB","Renewable fix term","MNC office","Friend/family memebrs are here",999,"Personal contact","Above 50","Strongly agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","yes","yes","yes","no","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","no",2,"No refresher training","Once in three months","Good","I don't know","Remain in security sector","I plan to do so in future","7001-8000","Bank payment","No","No","Yes","None","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Weekely off","Up to 22 days","Uniform","Yes","No","Not applicable/no idea","No","Yes","Yes","Yes","No","6 days","7-8 hours","Others","4-5 hours","Niether satisfied nor disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Agree","Stronlgy Agree","Disagree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree"
"41-45","Male","10th pass","Intermediate","Other state","Married","Yes",1995,"MSGB","Renewable fix term","MNC office","Found no better job",999,"Personal contact","Above 50","Agress","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","yes","yes","yes","yes","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1-7days","Remain in security sector","No","Above 15,000","Bank payment","No","No","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","Yes","No","Yes","No","6 days","7-8 hours","2-3 times in a month","4-5 hours",999,999,999,999,999,999,999,"Stronlgy Agree","Stronlgy Agree","Strongly disagree","Strongly disagree","Agree","Agree","Stronlgy Agree","Agree","Agree","Disagree"
"31-35","Female","Stand. 6-9","Intermediate","Mumbai","Married","Yes",2003,"MSGB","Do not know","MNC office","Found no better job","tops sec","Walk in","Above 50","Agress","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","yes","yes","yes","no","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1-3 months","Remain in security sector","No","8001-9000","Bank payment","No","No","Yes","Spouse","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Weekely off","Up to 22 days","Uniform","No","Yes","No","No","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","4-5 hours","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Stronlgy Agree","Agree"
"31-35","Male","10th pass","Intermediate","Mumbai","Married","Yes",2007,"MSGB","Permanant contract","MNC office","Better pay and benefits than elsewhere where they can get employment","3G servi","Walk in","Above 50","Agress","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1-3 months","Remain in security sector","No","8001-9000","Bank payment","No","No","No","None","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Weekely off","Up to 22 days","Uniform","No","Yes","No","No","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","4-5 hours","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Stronlgy Agree","Agree"
"46-50","Male","Stand. 6-9","Minimal/no idea","Mumbai","Married","Yes",2001,"MSGB","Permanant contract","MNC office","Better pay and benefits than elsewhere where they can get employment","3G","Walk in","Above 50","Agress","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","yes","yes","yes","no","yes","yes","no","no","yes","yes","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1-3 months","Remain in security sector","No","8001-9000","Bank payment","No","No","No","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","No","Yes","No","No","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","4-5 hours","Satisfied","Satisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Stronlgy Agree","Agree"
"31-35","Male","Post graduate","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2007,"MSGB","Other","MNC office","Found no better job","tcs guar","Walk in","Above 50","Strongly agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","yes","yes","yes","yes","yes","yes","no","no","yes","yes","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1 year or more","Prepraing for better career elsewhere","No","Above 15,000","Bank payment","No","No","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","4-5 hours","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Disagree","Disagree","Agree","Agree","Disagree","Stronlgy Agree","Agree","Stronlgy Agree","Agree"
"41-45","Male","Stand. 6-9","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",1993,"MSGB","Other","MNC office","Best possible job for given qualification","hotel","Walk in","Above 50","Strongly agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","yes","yes","yes","yes","yes","yes","no","no","yes","yes","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1 year or more","Prepraing for better career elsewhere","No","Above 15,000","Bank payment",999,999,"Yes",999,"Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","4-5 hours","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Disagree","Disagree","Agree","Agree","Neutral","Stronlgy Agree","Agree","Stronlgy Agree","Agree"
"46-50","Male","Stand. 6-9","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2007,"MSGB","Other","MNC office","Found no better job","security","Personal contact","Above 50","Strongly agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","yes","yes","yes","yes","yes","yes","no","no","yes","yes","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1 year or more","Will switch to personal business","No","Above 15,000","Bank payment","No","No","No","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","No","Yes","No","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Strongly disagree","Disagree","Agree","Agree","Stronlgy Agree","Agree","Agree","Agree","Agree"
"46-50","Male","10th pass","Fluent","Mumbai","Married","Yes",1993,"MSGB","Permanant contract","MNC office","Found no better job","nisa","Walk in","Above 50","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","yes","yes","yes","yes","yes","yes","no","no","yes","yes","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1-4weeks","Will switch to personal business","No","10,001-12000","Bank payment","No","No","Not applicable","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","No","Yes","Yes","Yes","Yes","No","Yes","Yes","6 days","7-8 hours","2-3 times in a month","4-5 hours","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Agree","Neutral","Strongly disagree","Agree","Stronlgy Agree","Stronlgy Agree","Agree","Agree","Neutral"
"36-40","Male","Stand. 6-9","Minimal/no idea","Maharasthra (other than Mumbai)","Married","Yes",1997,"MSGB","Do not know","MNC office","Found no better job",999,"Walk in","Above 50","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","no","no","yes","yes","no","No","yes","no","yes","yes","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Very Good","1-7days","Will switch to personal business","I plan to do so in future","10,001-12000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","Yes","Yes","No","Yes","Yes","6 days","7-8 hours","2-3 times in a month","Above 8 hours","Satisfied","Satisfied","Niether satisfied nor disatisfied","Not satisfied","Satisfied","Satisfied","Satisfied","Agree","Disagree","Disagree","Disagree","Agree","Stronlgy Agree","Agree","Agree","Stronlgy Agree","Agree"
"46-50","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","No",2004,"MSGB","Renewable fix term","MNC office","Found no better job","Morex co","Job advertisement","Above 50","Agress","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Stronlgy disagree","Neutral","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"No refresher training","Once in three months","Good","1-3 months","Remain in security sector","No","9001-10,000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","No","Yes","No","Yes","No","Yes","Yes","6 days","7-8 hours","Never","4-5 hours","Disatisfied","Disatisfied","Satisfied","Not satisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Agree","Disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","Disagree"
